"Datum","Feiertag","Kanton","Typ"
2020-06-01,"Pfingstmontag","TG","A"
2020-06-01,"Pfingstmontag","TI","B"
2020-06-01,"Pfingstmontag","VD","A"
2020-06-01,"Pfingstmontag","NE","D"
2020-06-01,"Pfingstmontag","GE","A"
2020-06-01,"Pfingstmontag","JU","A"
2020-06-11,"Fronleichnam","LU","A"
2020-06-11,"Fronleichnam","UR","A"
2020-06-11,"Fronleichnam","SZ","A"
2020-06-11,"Fronleichnam","OW","A"
2020-06-11,"Fronleichnam","NW","A"
2020-06-11,"Fronleichnam","ZG","A"
2020-06-11,"Fronleichnam","FR","a"
2020-06-11,"Fronleichnam","SO","a"
2020-06-11,"Fronleichnam","BL","a"
2020-06-11,"Fronleichnam","AI","A"
2020-06-11,"Fronleichnam","GR","a"
2020-06-11,"Fronleichnam","AG","a"
2020-06-11,"Fronleichnam","TI","B"
2020-06-11,"Fronleichnam","VS","A"
2020-06-11,"Fronleichnam","NE","a"
2020-06-11,"Fronleichnam","JU","A"
2020-08-01,"Bundesfeier","ZH","A"
2020-08-01,"Bundesfeier","BE","A"
2020-08-01,"Bundesfeier","LU","A"
2020-08-01,"Bundesfeier","UR","A"
2020-08-01,"Bundesfeier","SZ","A"
2020-08-01,"Bundesfeier","OW","A"
2020-08-01,"Bundesfeier","NW","A"
2020-08-01,"Bundesfeier","GL","A"
2020-08-01,"Bundesfeier","ZG","A"
2020-08-01,"Bundesfeier","FR","A"
2020-08-01,"Bundesfeier","SO","A"
2020-08-01,"Bundesfeier","BS","A"
2020-08-01,"Bundesfeier","BL","A"
2020-08-01,"Bundesfeier","SH","A"
2020-08-01,"Bundesfeier","AR","A"
2020-08-01,"Bundesfeier","AI","A"
2020-08-01,"Bundesfeier","SG","A"
2020-08-01,"Bundesfeier","GR","A"
2020-08-01,"Bundesfeier","AG","A"
2020-08-01,"Bundesfeier","TG","A"
2020-08-01,"Bundesfeier","TI","A"
2020-08-01,"Bundesfeier","VD","A"
2020-08-01,"Bundesfeier","VS","A"
2020-08-01,"Bundesfeier","NE","A"
2020-08-01,"Bundesfeier","GE","A"
2020-08-01,"Bundesfeier","JU","A"
2020-08-15,"Mariä Himmelfahrt","LU","A"
2020-08-15,"Mariä Himmelfahrt","UR","A"
2020-08-15,"Mariä Himmelfahrt","SZ","A"
2020-08-15,"Mariä Himmelfahrt","OW","A"
2020-08-15,"Mariä Himmelfahrt","NW","A"
2020-08-15,"Mariä Himmelfahrt","ZG","A"
2020-08-15,"Mariä Himmelfahrt","FR","a"
2020-08-15,"Mariä Himmelfahrt","SO","a"
2020-08-15,"Mariä Himmelfahrt","BL","a"
2020-08-15,"Mariä Himmelfahrt","AI","B"
2020-08-15,"Mariä Himmelfahrt","GR","a"
2020-08-15,"Mariä Himmelfahrt","AG","a"
2020-08-15,"Mariä Himmelfahrt","TI","A"
2020-08-15,"Mariä Himmelfahrt","VS","A"
2020-08-15,"Mariä Himmelfahrt","JU","B"
2020-11-01,"Allerheiligen","LU","A"
2020-11-01,"Allerheiligen","UR","A"
2020-11-01,"Allerheiligen","SZ","A"
2020-11-01,"Allerheiligen","OW","A"
2020-11-01,"Allerheiligen","NW","A"
2020-11-01,"Allerheiligen","GL","A"
2020-11-01,"Allerheiligen","ZG","A"
2020-11-01,"Allerheiligen","FR","a"
2020-11-01,"Allerheiligen","SO","a"
2020-11-01,"Allerheiligen","AI","B"
2020-11-01,"Allerheiligen","SG","A"
2020-11-01,"Allerheiligen","GR","a"
2020-11-01,"Allerheiligen","AG","a"
2020-11-01,"Allerheiligen","TI","A"
2020-11-01,"Allerheiligen","VS","A"
2020-11-01,"Allerheiligen","JU","B"
2020-12-08,"Mariä Empfängnis","LU","B"
2020-12-08,"Mariä Empfängnis","UR","A"
2020-12-08,"Mariä Empfängnis","SZ","B"
2020-12-08,"Mariä Empfängnis","OW","A"
2020-12-08,"Mariä Empfängnis","NW","A"
2020-12-08,"Mariä Empfängnis","ZG","A"
2020-12-08,"Mariä Empfängnis","FR","a"
2020-12-08,"Mariä Empfängnis","SO","a"
2020-12-08,"Mariä Empfängnis","AI","B"
2020-12-08,"Mariä Empfängnis","GR","a"
2020-12-08,"Mariä Empfängnis","AG","a"
2020-12-08,"Mariä Empfängnis","TI","B"
2020-12-08,"Mariä Empfängnis","VS","A"
2020-12-25,"Weihnachtstag","ZH","A"
2020-12-25,"Weihnachtstag","BE","A"
2020-12-25,"Weihnachtstag","LU","A"
2020-12-25,"Weihnachtstag","UR","A"
2020-12-25,"Weihnachtstag","SZ","A"
2020-12-25,"Weihnachtstag","OW","A"
2020-12-25,"Weihnachtstag","NW","A"
2020-12-25,"Weihnachtstag","GL","A"
2020-12-25,"Weihnachtstag","ZG","A"
2020-12-25,"Weihnachtstag","FR","A"
2020-12-25,"Weihnachtstag","SO","A"
2020-12-25,"Weihnachtstag","BS","A"
2020-12-25,"Weihnachtstag","BL","A"
2020-12-25,"Weihnachtstag","SH","A"
2020-12-25,"Weihnachtstag","AR","A"
2020-12-25,"Weihnachtstag","AI","A"
2020-12-25,"Weihnachtstag","SG","A"
2020-12-25,"Weihnachtstag","GR","A"
2020-12-25,"Weihnachtstag","AG","A"
2020-12-25,"Weihnachtstag","TG","A"
2020-12-25,"Weihnachtstag","TI","A"
2020-12-25,"Weihnachtstag","VD","A"
2020-12-25,"Weihnachtstag","VS","A"
2020-12-25,"Weihnachtstag","NE","A"
2020-12-25,"Weihnachtstag","GE","A"
2020-12-25,"Weihnachtstag","JU","A"
2020-12-26,"Stephanstag","ZH","A"
2020-12-26,"Stephanstag","BE","A"
2020-12-26,"Stephanstag","LU","A"
2020-12-26,"Stephanstag","UR","B"
2020-12-26,"Stephanstag","SZ","B"
2020-12-26,"Stephanstag","OW","D"
2020-12-26,"Stephanstag","NW","D"
2020-12-26,"Stephanstag","GL","A"
2020-12-26,"Stephanstag","ZG","D"
2020-12-26,"Stephanstag","FR","D"
2020-12-26,"Stephanstag","SO","a"
2020-12-26,"Stephanstag","BS","A"
2020-12-26,"Stephanstag","BL","A"
2020-12-26,"Stephanstag","SH","A"
2020-12-26,"Stephanstag","AR","A"
2020-12-26,"Stephanstag","AI","A"
2020-12-26,"Stephanstag","SG","A"
2020-12-26,"Stephanstag","GR","A"
2020-12-26,"Stephanstag","AG","a"
2020-12-26,"Stephanstag","TG","A"
2020-12-26,"Stephanstag","TI","A"
2020-12-26,"Stephanstag","NE","A"
2021-01-01,"Neujahrstag","ZH","A"
2021-01-01,"Neujahrstag","BE","A"
2021-01-01,"Neujahrstag","LU","A"
2021-01-01,"Neujahrstag","UR","A"
2021-01-01,"Neujahrstag","SZ","A"
2021-01-01,"Neujahrstag","OW","A"
2021-01-01,"Neujahrstag","NW","A"
2021-01-01,"Neujahrstag","GL","A"
2021-01-01,"Neujahrstag","ZG","A"
2021-01-01,"Neujahrstag","FR","A"
2021-01-01,"Neujahrstag","SO","A"
2021-01-01,"Neujahrstag","BS","A"
2021-01-01,"Neujahrstag","BL","A"
2021-01-01,"Neujahrstag","SH","A"
2021-01-01,"Neujahrstag","AR","A"
2021-01-01,"Neujahrstag","AI","A"
2021-01-01,"Neujahrstag","SG","A"
2021-01-01,"Neujahrstag","GR","A"
2021-01-01,"Neujahrstag","AG","A"
2021-01-01,"Neujahrstag","TG","A"
2021-01-01,"Neujahrstag","TI","A"
2021-01-01,"Neujahrstag","VD","A"
2021-01-01,"Neujahrstag","VS","A"
2021-01-01,"Neujahrstag","NE","A"
2021-01-01,"Neujahrstag","GE","A"
2021-01-01,"Neujahrstag","JU","A"
2021-01-02,"Berchtoldstag","ZH","D"
2021-01-02,"Berchtoldstag","BE","A"
2021-01-02,"Berchtoldstag","LU","D"
2021-01-02,"Berchtoldstag","OW","D"
2021-01-02,"Berchtoldstag","GL","D"
2021-01-02,"Berchtoldstag","ZG","D"
2021-01-02,"Berchtoldstag","FR","D"
2021-01-02,"Berchtoldstag","SO","D"
2021-01-02,"Berchtoldstag","SH","D"
2021-01-02,"Berchtoldstag","GR","d"
2021-01-02,"Berchtoldstag","AG","a"
2021-01-02,"Berchtoldstag","TG","A"
2021-01-02,"Berchtoldstag","VD","A"
2021-01-02,"Berchtoldstag","NE","D"
2021-01-02,"Berchtoldstag","GE","D"
2021-01-02,"Berchtoldstag","JU","B"
2021-01-06,"Heilige Drei Könige","UR","B"
2021-01-06,"Heilige Drei Könige","SZ","B"
2021-01-06,"Heilige Drei Könige","GR","a"
2021-01-06,"Heilige Drei Könige","TI","A"
2021-03-19,"Josefstag","LU","a"
2021-03-19,"Josefstag","UR","B"
2021-03-19,"Josefstag","SZ","A"
2021-03-19,"Josefstag","NW","B"
2021-03-19,"Josefstag","ZG","a"
2021-03-19,"Josefstag","GR","a"
2021-03-19,"Josefstag","TI","B"
2021-03-19,"Josefstag","VS","A"
2021-04-02,"Karfreitag","ZH","A"
2021-04-02,"Karfreitag","BE","A"
2021-04-02,"Karfreitag","LU","A"
2021-04-02,"Karfreitag","UR","A"
2021-04-02,"Karfreitag","SZ","A"
2021-04-02,"Karfreitag","OW","A"
2021-04-02,"Karfreitag","NW","A"
2021-04-02,"Karfreitag","GL","A"
2021-04-02,"Karfreitag","ZG","A"
2021-04-02,"Karfreitag","FR","A"
2021-04-02,"Karfreitag","SO","A"
2021-04-02,"Karfreitag","BS","A"
2021-04-02,"Karfreitag","BL","A"
2021-04-02,"Karfreitag","SH","A"
2021-04-02,"Karfreitag","AR","A"
2021-04-02,"Karfreitag","AI","A"
2021-04-02,"Karfreitag","SG","A"
2021-04-02,"Karfreitag","GR","A"
2021-04-02,"Karfreitag","AG","A"
2021-04-02,"Karfreitag","TG","A"
2021-04-02,"Karfreitag","VD","A"
2021-04-02,"Karfreitag","NE","A"
2021-04-02,"Karfreitag","GE","A"
2021-04-02,"Karfreitag","JU","A"
2021-04-05,"Ostermontag","ZH","A"
2021-04-05,"Ostermontag","BE","A"
2021-04-05,"Ostermontag","LU","D"
2021-04-05,"Ostermontag","UR","B"
2021-04-05,"Ostermontag","SZ","B"
2021-04-05,"Ostermontag","OW","D"
2021-04-05,"Ostermontag","NW","D"
2021-04-05,"Ostermontag","GL","A"
2021-04-05,"Ostermontag","ZG","D"
2021-04-05,"Ostermontag","FR","D"
2021-04-05,"Ostermontag","SO","d"
2021-04-05,"Ostermontag","BS","A"
2021-04-05,"Ostermontag","BL","A"
2021-04-05,"Ostermontag","SH","A"
2021-04-05,"Ostermontag","AR","A"
2021-04-05,"Ostermontag","AI","A"
2021-04-05,"Ostermontag","SG","A"
2021-04-05,"Ostermontag","GR","A"
2021-04-05,"Ostermontag","AG","a"
2021-04-05,"Ostermontag","TG","A"
2021-04-05,"Ostermontag","TI","A"
2021-04-05,"Ostermontag","VD","A"
2021-04-05,"Ostermontag","NE","D"
2021-04-05,"Ostermontag","GE","A"
2021-04-05,"Ostermontag","JU","A"
2021-05-01,"Tag der Arbeit","ZH","A"
2021-05-01,"Tag der Arbeit","FR","c"
2021-05-01,"Tag der Arbeit","SO","C"
2021-05-01,"Tag der Arbeit","BS","A"
2021-05-01,"Tag der Arbeit","BL","A"
2021-05-01,"Tag der Arbeit","SH","B"
2021-05-01,"Tag der Arbeit","AG","D"
2021-05-01,"Tag der Arbeit","TG","B"
2021-05-01,"Tag der Arbeit","TI","B"
2021-05-01,"Tag der Arbeit","NE","A"
2021-05-01,"Tag der Arbeit","JU","A"
2021-05-13,"Auffahrt","ZH","A"
2021-05-13,"Auffahrt","BE","A"
2021-05-13,"Auffahrt","LU","A"
2021-05-13,"Auffahrt","UR","A"
2021-05-13,"Auffahrt","SZ","A"
2021-05-13,"Auffahrt","OW","A"
2021-05-13,"Auffahrt","NW","A"
2021-05-13,"Auffahrt","GL","A"
2021-05-13,"Auffahrt","ZG","A"
2021-05-13,"Auffahrt","FR","A"
2021-05-13,"Auffahrt","SO","A"
2021-05-13,"Auffahrt","BS","A"
2021-05-13,"Auffahrt","BL","A"
2021-05-13,"Auffahrt","SH","A"
2021-05-13,"Auffahrt","AR","A"
2021-05-13,"Auffahrt","AI","A"
2021-05-13,"Auffahrt","SG","A"
2021-05-13,"Auffahrt","GR","A"
2021-05-13,"Auffahrt","AG","A"
2021-05-13,"Auffahrt","TG","A"
2021-05-13,"Auffahrt","TI","A"
2021-05-13,"Auffahrt","VD","A"
2021-05-13,"Auffahrt","VS","A"
2021-05-13,"Auffahrt","NE","A"
2021-05-13,"Auffahrt","GE","A"
2021-05-13,"Auffahrt","JU","A"
2021-05-24,"Pfingstmontag","ZH","A"
2021-05-24,"Pfingstmontag","BE","A"
2021-05-24,"Pfingstmontag","LU","D"
2021-05-24,"Pfingstmontag","UR","B"
2021-05-24,"Pfingstmontag","SZ","B"
2021-05-24,"Pfingstmontag","OW","D"
2021-05-24,"Pfingstmontag","NW","D"
2021-05-24,"Pfingstmontag","GL","B"
2021-05-24,"Pfingstmontag","ZG","D"
2021-05-24,"Pfingstmontag","FR","D"
2021-05-24,"Pfingstmontag","SO","a"
2021-05-24,"Pfingstmontag","BS","A"
2021-05-24,"Pfingstmontag","BL","A"
2021-05-24,"Pfingstmontag","SH","A"
2021-05-24,"Pfingstmontag","AR","A"
2021-05-24,"Pfingstmontag","AI","A"
2021-05-24,"Pfingstmontag","SG","A"
2021-05-24,"Pfingstmontag","GR","A"
2021-05-24,"Pfingstmontag","AG","a"
2021-05-24,"Pfingstmontag","TG","A"
2021-05-24,"Pfingstmontag","TI","B"
2021-05-24,"Pfingstmontag","VD","A"
2021-05-24,"Pfingstmontag","NE","D"
2021-05-24,"Pfingstmontag","GE","A"
2021-05-24,"Pfingstmontag","JU","A"
2021-06-03,"Fronleichnam","LU","A"
2021-06-03,"Fronleichnam","UR","A"
2021-06-03,"Fronleichnam","SZ","A"
2021-06-03,"Fronleichnam","OW","A"
2021-06-03,"Fronleichnam","NW","A"
2021-06-03,"Fronleichnam","ZG","A"
2021-06-03,"Fronleichnam","FR","a"
2021-06-03,"Fronleichnam","SO","a"
2021-06-03,"Fronleichnam","BL","a"
2021-06-03,"Fronleichnam","AI","A"
2021-06-03,"Fronleichnam","GR","a"
2021-06-03,"Fronleichnam","AG","a"
2021-06-03,"Fronleichnam","TI","B"
2021-06-03,"Fronleichnam","VS","A"
2021-06-03,"Fronleichnam","NE","a"
2021-06-03,"Fronleichnam","JU","A"
2021-08-01,"Bundesfeier","ZH","A"
2021-08-01,"Bundesfeier","BE","A"
2021-08-01,"Bundesfeier","LU","A"
2021-08-01,"Bundesfeier","UR","A"
2021-08-01,"Bundesfeier","SZ","A"
2021-08-01,"Bundesfeier","OW","A"
2021-08-01,"Bundesfeier","NW","A"
2021-08-01,"Bundesfeier","GL","A"
2021-08-01,"Bundesfeier","ZG","A"
2021-08-01,"Bundesfeier","FR","A"
2021-08-01,"Bundesfeier","SO","A"
2021-08-01,"Bundesfeier","BS","A"
2021-08-01,"Bundesfeier","BL","A"
2021-08-01,"Bundesfeier","SH","A"
2021-08-01,"Bundesfeier","AR","A"
2021-08-01,"Bundesfeier","AI","A"
2021-08-01,"Bundesfeier","SG","A"
2021-08-01,"Bundesfeier","GR","A"
2021-08-01,"Bundesfeier","AG","A"
2021-08-01,"Bundesfeier","TG","A"
2021-08-01,"Bundesfeier","TI","A"
2021-08-01,"Bundesfeier","VD","A"
2021-08-01,"Bundesfeier","VS","A"
2021-08-01,"Bundesfeier","NE","A"
2021-08-01,"Bundesfeier","GE","A"
2021-08-01,"Bundesfeier","JU","A"
2021-08-15,"Mariä Himmelfahrt","LU","A"
2021-08-15,"Mariä Himmelfahrt","UR","A"
2021-08-15,"Mariä Himmelfahrt","SZ","A"
2021-08-15,"Mariä Himmelfahrt","OW","A"
2021-08-15,"Mariä Himmelfahrt","NW","A"
2021-08-15,"Mariä Himmelfahrt","ZG","A"
2021-08-15,"Mariä Himmelfahrt","FR","a"
2021-08-15,"Mariä Himmelfahrt","SO","a"
2021-08-15,"Mariä Himmelfahrt","BL","a"
2021-08-15,"Mariä Himmelfahrt","AI","B"
2021-08-15,"Mariä Himmelfahrt","GR","a"
2021-08-15,"Mariä Himmelfahrt","AG","a"
2021-08-15,"Mariä Himmelfahrt","TI","A"
2021-08-15,"Mariä Himmelfahrt","VS","A"
2021-08-15,"Mariä Himmelfahrt","JU","B"
2021-11-01,"Allerheiligen","LU","A"
2021-11-01,"Allerheiligen","UR","A"
2021-11-01,"Allerheiligen","SZ","A"
2021-11-01,"Allerheiligen","OW","A"
2021-11-01,"Allerheiligen","NW","A"
2021-11-01,"Allerheiligen","GL","A"
2021-11-01,"Allerheiligen","ZG","A"
2021-11-01,"Allerheiligen","FR","a"
2021-11-01,"Allerheiligen","SO","a"
2021-11-01,"Allerheiligen","AI","B"
2021-11-01,"Allerheiligen","SG","A"
2021-11-01,"Allerheiligen","GR","a"
2021-11-01,"Allerheiligen","AG","a"
2021-11-01,"Allerheiligen","TI","A"
2021-11-01,"Allerheiligen","VS","A"
2021-11-01,"Allerheiligen","JU","B"
2021-12-08,"Mariä Empfängnis","LU","B"
2021-12-08,"Mariä Empfängnis","UR","A"
2021-12-08,"Mariä Empfängnis","SZ","B"
2021-12-08,"Mariä Empfängnis","OW","A"
2021-12-08,"Mariä Empfängnis","NW","A"
2021-12-08,"Mariä Empfängnis","ZG","A"
2021-12-08,"Mariä Empfängnis","FR","a"
2021-12-08,"Mariä Empfängnis","SO","a"
2021-12-08,"Mariä Empfängnis","AI","B"
2021-12-08,"Mariä Empfängnis","GR","a"
2021-12-08,"Mariä Empfängnis","AG","a"
2021-12-08,"Mariä Empfängnis","TI","B"
2021-12-08,"Mariä Empfängnis","VS","A"
2021-12-25,"Weihnachtstag","ZH","A"
2021-12-25,"Weihnachtstag","BE","A"
2021-12-25,"Weihnachtstag","LU","A"
2021-12-25,"Weihnachtstag","UR","A"
2021-12-25,"Weihnachtstag","SZ","A"
2021-12-25,"Weihnachtstag","OW","A"
2021-12-25,"Weihnachtstag","NW","A"
2021-12-25,"Weihnachtstag","GL","A"
2021-12-25,"Weihnachtstag","ZG","A"
2021-12-25,"Weihnachtstag","FR","A"
2021-12-25,"Weihnachtstag","SO","A"
2021-12-25,"Weihnachtstag","BS","A"
2021-12-25,"Weihnachtstag","BL","A"
2021-12-25,"Weihnachtstag","SH","A"
2021-12-25,"Weihnachtstag","AR","A"
2021-12-25,"Weihnachtstag","AI","A"
2021-12-25,"Weihnachtstag","SG","A"
2021-12-25,"Weihnachtstag","GR","A"
2021-12-25,"Weihnachtstag","AG","A"
2021-12-25,"Weihnachtstag","TG","A"
2021-12-25,"Weihnachtstag","TI","A"
2021-12-25,"Weihnachtstag","VD","A"
2021-12-25,"Weihnachtstag","VS","A"
2021-12-25,"Weihnachtstag","NE","A"
2021-12-25,"Weihnachtstag","GE","A"
2021-12-25,"Weihnachtstag","JU","A"
2021-12-26,"Stephanstag","ZH","A"
2021-12-26,"Stephanstag","BE","A"
2021-12-26,"Stephanstag","LU","A"
2021-12-26,"Stephanstag","UR","B"
2021-12-26,"Stephanstag","SZ","B"
2021-12-26,"Stephanstag","OW","D"
2021-12-26,"Stephanstag","NW","D"
2021-12-26,"Stephanstag","GL","A"
2021-12-26,"Stephanstag","ZG","D"
2021-12-26,"Stephanstag","FR","D"
2021-12-26,"Stephanstag","SO","a"
2021-12-26,"Stephanstag","BS","A"
2021-12-26,"Stephanstag","BL","A"
2021-12-26,"Stephanstag","SH","A"
2021-12-26,"Stephanstag","AR","A"
2021-12-26,"Stephanstag","AI","A"
2021-12-26,"Stephanstag","SG","A"
2021-12-26,"Stephanstag","GR","A"
2021-12-26,"Stephanstag","AG","a"
2021-12-26,"Stephanstag","TG","A"
2021-12-26,"Stephanstag","TI","A"
2021-12-26,"Stephanstag","NE","A"
2022-01-01,"Neujahrstag","ZH","A"
2022-01-01,"Neujahrstag","BE","A"
2022-01-01,"Neujahrstag","LU","A"
2022-01-01,"Neujahrstag","UR","A"
2022-01-01,"Neujahrstag","SZ","A"
2022-01-01,"Neujahrstag","OW","A"
2022-01-01,"Neujahrstag","NW","A"
2022-01-01,"Neujahrstag","GL","A"
2022-01-01,"Neujahrstag","ZG","A"
2022-01-01,"Neujahrstag","FR","A"
2022-01-01,"Neujahrstag","SO","A"
2022-01-01,"Neujahrstag","BS","A"
2022-01-01,"Neujahrstag","BL","A"
2022-01-01,"Neujahrstag","SH","A"
2022-01-01,"Neujahrstag","AR","A"
2022-01-01,"Neujahrstag","AI","A"
2022-01-01,"Neujahrstag","SG","A"
2022-01-01,"Neujahrstag","GR","A"
2022-01-01,"Neujahrstag","AG","A"
2022-01-01,"Neujahrstag","TG","A"
2022-01-01,"Neujahrstag","TI","A"
2022-01-01,"Neujahrstag","VD","A"
2022-01-01,"Neujahrstag","VS","A"
2022-01-01,"Neujahrstag","NE","A"
2022-01-01,"Neujahrstag","GE","A"
2022-01-01,"Neujahrstag","JU","A"
2022-01-02,"Berchtoldstag","ZH","D"
2022-01-02,"Berchtoldstag","BE","A"
2022-01-02,"Berchtoldstag","LU","D"
2022-01-02,"Berchtoldstag","OW","D"
2022-01-02,"Berchtoldstag","GL","D"
2022-01-02,"Berchtoldstag","ZG","D"
2022-01-02,"Berchtoldstag","FR","D"
2022-01-02,"Berchtoldstag","SO","D"
2022-01-02,"Berchtoldstag","SH","D"
2022-01-02,"Berchtoldstag","GR","d"
2022-01-02,"Berchtoldstag","AG","a"
2022-01-02,"Berchtoldstag","TG","A"
2022-01-02,"Berchtoldstag","VD","A"
2022-01-02,"Berchtoldstag","NE","D"
2022-01-02,"Berchtoldstag","GE","D"
2022-01-02,"Berchtoldstag","JU","B"
2022-01-06,"Heilige Drei Könige","UR","B"
2022-01-06,"Heilige Drei Könige","SZ","B"
2022-01-06,"Heilige Drei Könige","GR","a"
2022-01-06,"Heilige Drei Könige","TI","A"
2022-03-19,"Josefstag","LU","a"
2022-03-19,"Josefstag","UR","B"
2022-03-19,"Josefstag","SZ","A"
2022-03-19,"Josefstag","NW","B"
2022-03-19,"Josefstag","ZG","a"
2022-03-19,"Josefstag","GR","a"
2022-03-19,"Josefstag","TI","B"
2022-03-19,"Josefstag","VS","A"
2022-04-15,"Karfreitag","ZH","A"
2022-04-15,"Karfreitag","BE","A"
2022-04-15,"Karfreitag","LU","A"
2022-04-15,"Karfreitag","UR","A"
2022-04-15,"Karfreitag","SZ","A"
2022-04-15,"Karfreitag","OW","A"
2022-04-15,"Karfreitag","NW","A"
2022-04-15,"Karfreitag","GL","A"
2022-04-15,"Karfreitag","ZG","A"
2022-04-15,"Karfreitag","FR","A"
2022-04-15,"Karfreitag","SO","A"
2022-04-15,"Karfreitag","BS","A"
2022-04-15,"Karfreitag","BL","A"
2022-04-15,"Karfreitag","SH","A"
2022-04-15,"Karfreitag","AR","A"
2022-04-15,"Karfreitag","AI","A"
2022-04-15,"Karfreitag","SG","A"
2022-04-15,"Karfreitag","GR","A"
2022-04-15,"Karfreitag","AG","A"
2022-04-15,"Karfreitag","TG","A"
2022-04-15,"Karfreitag","VD","A"
2022-04-15,"Karfreitag","NE","A"
2022-04-15,"Karfreitag","GE","A"
2022-04-15,"Karfreitag","JU","A"
2022-04-18,"Ostermontag","ZH","A"
2022-04-18,"Ostermontag","BE","A"
2022-04-18,"Ostermontag","LU","D"
2022-04-18,"Ostermontag","UR","B"
2022-04-18,"Ostermontag","SZ","B"
2022-04-18,"Ostermontag","OW","D"
2022-04-18,"Ostermontag","NW","D"
2022-04-18,"Ostermontag","GL","A"
2022-04-18,"Ostermontag","ZG","D"
2022-04-18,"Ostermontag","FR","D"
2022-04-18,"Ostermontag","SO","d"
2022-04-18,"Ostermontag","BS","A"
2022-04-18,"Ostermontag","BL","A"
2022-04-18,"Ostermontag","SH","A"
2022-04-18,"Ostermontag","AR","A"
2022-04-18,"Ostermontag","AI","A"
2022-04-18,"Ostermontag","SG","A"
2022-04-18,"Ostermontag","GR","A"
2022-04-18,"Ostermontag","AG","a"
2022-04-18,"Ostermontag","TG","A"
2022-04-18,"Ostermontag","TI","A"
2022-04-18,"Ostermontag","VD","A"
2022-04-18,"Ostermontag","NE","D"
2022-04-18,"Ostermontag","GE","A"
2022-04-18,"Ostermontag","JU","A"
2022-05-01,"Tag der Arbeit","ZH","A"
2022-05-01,"Tag der Arbeit","FR","c"
2022-05-01,"Tag der Arbeit","SO","C"
2022-05-01,"Tag der Arbeit","BS","A"
2022-05-01,"Tag der Arbeit","BL","A"
2022-05-01,"Tag der Arbeit","SH","B"
2022-05-01,"Tag der Arbeit","AG","D"
2022-05-01,"Tag der Arbeit","TG","B"
2022-05-01,"Tag der Arbeit","TI","B"
2022-05-01,"Tag der Arbeit","NE","A"
2022-05-01,"Tag der Arbeit","JU","A"
2022-05-26,"Auffahrt","ZH","A"
2022-05-26,"Auffahrt","BE","A"
2022-05-26,"Auffahrt","LU","A"
2022-05-26,"Auffahrt","UR","A"
2022-05-26,"Auffahrt","SZ","A"
2022-05-26,"Auffahrt","OW","A"
2022-05-26,"Auffahrt","NW","A"
2022-05-26,"Auffahrt","GL","A"
2022-05-26,"Auffahrt","ZG","A"
2022-05-26,"Auffahrt","FR","A"
2022-05-26,"Auffahrt","SO","A"
2022-05-26,"Auffahrt","BS","A"
2022-05-26,"Auffahrt","BL","A"
2022-05-26,"Auffahrt","SH","A"
2022-05-26,"Auffahrt","AR","A"
2022-05-26,"Auffahrt","AI","A"
2022-05-26,"Auffahrt","SG","A"
2022-05-26,"Auffahrt","GR","A"
2022-05-26,"Auffahrt","AG","A"
2022-05-26,"Auffahrt","TG","A"
2022-05-26,"Auffahrt","TI","A"
2022-05-26,"Auffahrt","VD","A"
2022-05-26,"Auffahrt","VS","A"
2022-05-26,"Auffahrt","NE","A"
2022-05-26,"Auffahrt","GE","A"
2022-05-26,"Auffahrt","JU","A"
2022-06-06,"Pfingstmontag","ZH","A"
2022-06-06,"Pfingstmontag","BE","A"
2022-06-06,"Pfingstmontag","LU","D"
2022-06-06,"Pfingstmontag","UR","B"
2022-06-06,"Pfingstmontag","SZ","B"
2022-06-06,"Pfingstmontag","OW","D"
2022-06-06,"Pfingstmontag","NW","D"
2022-06-06,"Pfingstmontag","GL","B"
2022-06-06,"Pfingstmontag","ZG","D"
2022-06-06,"Pfingstmontag","FR","D"
2022-06-06,"Pfingstmontag","SO","a"
2022-06-06,"Pfingstmontag","BS","A"
2022-06-06,"Pfingstmontag","BL","A"
2022-06-06,"Pfingstmontag","SH","A"
2022-06-06,"Pfingstmontag","AR","A"
2022-06-06,"Pfingstmontag","AI","A"
2022-06-06,"Pfingstmontag","SG","A"
2022-06-06,"Pfingstmontag","GR","A"
2022-06-06,"Pfingstmontag","AG","a"
2022-06-06,"Pfingstmontag","TG","A"
2022-06-06,"Pfingstmontag","TI","B"
2022-06-06,"Pfingstmontag","VD","A"
2022-06-06,"Pfingstmontag","NE","D"
2022-06-06,"Pfingstmontag","GE","A"
2022-06-06,"Pfingstmontag","JU","A"
2022-06-16,"Fronleichnam","LU","A"
2022-06-16,"Fronleichnam","UR","A"
2022-06-16,"Fronleichnam","SZ","A"
2022-06-16,"Fronleichnam","OW","A"
2022-06-16,"Fronleichnam","NW","A"
2022-06-16,"Fronleichnam","ZG","A"
2022-06-16,"Fronleichnam","FR","a"
2022-06-16,"Fronleichnam","SO","a"
2022-06-16,"Fronleichnam","BL","a"
2022-06-16,"Fronleichnam","AI","A"
2022-06-16,"Fronleichnam","GR","a"
2022-06-16,"Fronleichnam","AG","a"
2022-06-16,"Fronleichnam","TI","B"
2022-06-16,"Fronleichnam","VS","A"
2022-06-16,"Fronleichnam","NE","a"
2022-06-16,"Fronleichnam","JU","A"
2022-08-01,"Bundesfeier","ZH","A"
2022-08-01,"Bundesfeier","BE","A"
